#;Name;Team;G;PA;HR;R;RBI;SB;BB%;K%;ISO;BABIP;AVG;OBP;SLG;wOBA;wRC+;BsR;Off;Def;WAR
728;Diego Castillo;SEA;8;0;0;0;0;0;0.0%;0.0%;.000;.000;.000;.000;.000;.000;;0.0;0.0;0.0;0.0
729;Jimmy Herget;LAA;29;0;0;0;0;0;0.0%;0.0%;.000;.000;.000;.000;.000;.000;;0.0;0.0;0.0;0.0
730;Tanner Scott;MIA;74;0;0;0;0;0;0.0%;0.0%;.000;.000;.000;.000;.000;.000;;0.0;0.0;0.0;0.0
731;Mitch Keller;PIT;32;0;0;0;0;0;0.0%;0.0%;.000;.000;.000;.000;.000;.000;;0.0;0.0;0.0;0.0
732;Cristian Javier;HOU;31;0;0;0;0;0;0.0%;0.0%;.000;.000;.000;.000;.000;.000;;0.0;0.0;0.0;0.0
733;Tanner Rainey;WSN;1;0;0;0;0;0;0.0%;0.0%;.000;.000;.000;.000;.000;.000;;0.0;0.0;0.0;0.0
734;Taylor Clarke;KCR;58;0;0;0;0;0;0.0%;0.0%;.000;.000;.000;.000;.000;.000;;0.0;0.0;0.0;0.0
735;Justin Lawrence;COL;69;0;0;0;0;0;0.0%;0.0%;.000;.000;.000;.000;.000;.000;;0.0;0.0;0.0;0.0
736;Jeffrey Springs;TBR;3;0;0;0;0;0;0.0%;0.0%;.000;.000;.000;.000;.000;.000;;0.0;0.0;0.0;0.0
737;Jose Cuas;2 Tms;72;0;0;0;0;0;0.0%;0.0%;.000;.000;.000;.000;.000;.000;;0.0;0.0;0.0;0.0
738;Trevor Megill;MIL;31;0;0;0;0;0;0.0%;0.0%;.000;.000;.000;.000;.000;.000;;0.0;0.0;0.0;0.0
739;Nabil Crismatt;2 Tms;8;0;0;0;0;0;0.0%;0.0%;.000;.000;.000;.000;.000;.000;;0.0;0.0;0.0;0.0
740;Evan Phillips;LAD;62;0;0;0;0;0;0.0%;0.0%;.000;.000;.000;.000;.000;.000;;0.0;0.0;0.0;0.0
741;Tyler Alexander;DET;25;0;0;0;0;0;0.0%;0.0%;.000;.000;.000;.000;.000;.000;;0.0;0.0;0.0;0.0
742;Drew Smith;NYM;63;0;0;0;0;0;0.0%;0.0%;.000;.000;.000;.000;.000;.000;;0.0;0.0;0.0;0.0
743;Angel Perdomo;PIT;30;0;0;0;0;0;0.0%;0.0%;.000;.000;.000;.000;.000;.000;;0.0;0.0;0.0;0.0
744;José Alvarado;PHI;42;0;0;0;0;0;0.0%;0.0%;.000;.000;.000;.000;.000;.000;;0.0;0.0;0.0;0.0
745;Trey Wingenter;DET;17;0;0;0;0;0;0.0%;0.0%;.000;.000;.000;.000;.000;.000;;0.0;0.0;0.0;0.0
746;Adbert Alzolay;CHC;58;0;0;0;0;0;0.0%;0.0%;.000;.000;.000;.000;.000;.000;;0.0;0.0;0.0;0.0
747;José Rodríguez;SEA;1;0;0;0;0;0;0.0%;0.0%;.000;.000;.000;.000;.000;.000;;0.0;0.0;0.0;0.0
748;Ian Gibaut;CIN;74;0;0;0;0;0;0.0%;0.0%;.000;.000;.000;.000;.000;.000;;0.0;0.0;0.0;0.0
749;Nestor Cortes;NYY;12;0;0;0;0;0;0.0%;0.0%;.000;.000;.000;.000;.000;.000;;0.0;0.0;0.0;0.0
750;Brett Kennedy;CIN;5;0;0;0;0;0;0.0%;0.0%;.000;.000;.000;.000;.000;.000;;0.0;0.0;0.0;0.0
751;Dennis Santana;NYM;9;0;0;0;0;0;0.0%;0.0%;.000;.000;.000;.000;.000;.000;;0.0;0.0;0.0;0.0
752;Tayler Saucedo;SEA;52;0;0;0;0;0;0.0%;0.0%;.000;.000;.000;.000;.000;.000;;0.0;0.0;0.0;0.0
753;Garrett Cleavinger;TBR;15;0;0;0;0;0;0.0%;0.0%;.000;.000;.000;.000;.000;.000;;0.0;0.0;0.0;0.0
754;Trent Thornton;2 Tms;27;0;0;0;0;0;0.0%;0.0%;.000;.000;.000;.000;.000;.000;;0.0;0.0;0.0;0.0
755;Tyler Gilbert;ARI;11;0;0;0;0;0;0.0%;0.0%;.000;.000;.000;.000;.000;.000;;0.0;0.0;0.0;0.0
756;Brock Burke;TEX;53;0;0;0;0;0;0.0%;0.0%;.000;.000;.000;.000;.000;.000;;0.0;0.0;0.0;0.0
757;Peter Lambert;COL;25;0;0;0;0;0;0.0%;0.0%;.000;.000;.000;.000;.000;.000;;0.0;0.0;0.0;0.0
758;Logan Webb;SFG;33;0;0;0;0;0;0.0%;0.0%;.000;.000;.000;.000;.000;.000;;0.0;0.0;0.0;0.0
759;Pete Fairbanks;TBR;49;0;0;0;0;0;0.0%;0.0%;.000;.000;.000;.000;.000;.000;;0.0;0.0;0.0;0.0
760;Triston McKenzie;CLE;4;0;0;0;0;0;0.0%;0.0%;.000;.000;.000;.000;.000;.000;;0.0;0.0;0.0;0.0
761;Phil Maton;HOU;68;0;0;0;0;0;0.0%;0.0%;.000;.000;.000;.000;.000;.000;;0.0;0.0;0.0;0.0
762;Ryan Helsley;STL;33;0;0;0;0;0;0.0%;0.0%;.000;.000;.000;.000;.000;.000;;0.0;0.0;0.0;0.0
763;Anthony Misiewicz;3 Tms;11;0;0;0;0;0;0.0%;0.0%;.000;.000;.000;.000;.000;.000;;0.0;0.0;0.0;0.0
764;James Naile;STL;10;0;0;0;0;0;0.0%;0.0%;.000;.000;.000;.000;.000;.000;;0.0;0.0;0.0;0.0
765;Tyler Kinley;COL;18;0;0;0;0;0;0.0%;0.0%;.000;.000;.000;.000;.000;.000;;0.0;0.0;0.0;0.0
766;Andrew Suárez;STL;13;0;0;0;0;0;0.0%;0.0%;.000;.000;.000;.000;.000;.000;;0.0;0.0;0.0;0.0
767;Carson Fulmer;LAA;3;0;0;0;0;0;0.0%;0.0%;.000;.000;.000;.000;.000;.000;;0.0;0.0;0.0;0.0
768;Taylor Hearn;3 Tms;13;0;0;0;0;0;0.0%;0.0%;.000;.000;.000;.000;.000;.000;;0.0;0.0;0.0;0.0
769;James Kaprielian;OAK;14;0;0;0;0;0;0.0%;0.0%;.000;.000;.000;.000;.000;.000;;0.0;0.0;0.0;0.0
770;Alex Young;CIN;63;0;0;0;0;0;0.0%;0.0%;.000;.000;.000;.000;.000;.000;;0.0;0.0;0.0;0.0
771;Josh Staumont;KCR;21;0;0;0;0;0;0.0%;0.0%;.000;.000;.000;.000;.000;.000;;0.0;0.0;0.0;0.0
772;Nick Anderson;ATL;35;0;0;0;0;0;0.0%;0.0%;.000;.000;.000;.000;.000;.000;;0.0;0.0;0.0;0.0
773;Jaime Barria;LAA;34;0;0;0;0;0;0.0%;0.0%;.000;.000;.000;.000;.000;.000;;0.0;0.0;0.0;0.0
774;Connor Overton;CIN;3;0;0;0;0;0;0.0%;0.0%;.000;.000;.000;.000;.000;.000;;0.0;0.0;0.0;0.0
775;Michael Soroka;ATL;7;0;0;0;0;0;0.0%;0.0%;.000;.000;.000;.000;.000;.000;;0.0;0.0;0.0;0.0
776;Enyel De Los Santos;CLE;70;0;0;0;0;0;0.0%;0.0%;.000;.000;.000;.000;.000;.000;;0.0;0.0;0.0;0.0
777;José Urquidy;HOU;16;0;0;0;0;0;0.0%;0.0%;.000;.000;.000;.000;.000;.000;;0.0;0.0;0.0;0.0
778;Tyler Cyr;LAD;2;0;0;0;0;0;0.0%;0.0%;.000;.000;.000;.000;.000;.000;;0.0;0.0;0.0;0.0
779;Danny Young;ATL;8;0;0;0;0;0;0.0%;0.0%;.000;.000;.000;.000;.000;.000;;0.0;0.0;0.0;0.0
780;Trevor Kelley;TBR;10;0;0;0;0;0;0.0%;0.0%;.000;.000;.000;.000;.000;.000;;0.0;0.0;0.0;0.0
781;Kenta Maeda;MIN;21;0;0;0;0;0;0.0%;0.0%;.000;.000;.000;.000;.000;.000;;0.0;0.0;0.0;0.0
782;Phil Bickford;2 Tms;61;0;0;0;0;0;0.0%;0.0%;.000;.000;.000;.000;.000;.000;;0.0;0.0;0.0;0.0
783;Dylan Cease;CHW;33;0;0;0;0;0;0.0%;0.0%;.000;.000;.000;.000;.000;.000;;0.0;0.0;0.0;0.0
784;Sam Hentges;CLE;56;0;0;0;0;0;0.0%;0.0%;.000;.000;.000;.000;.000;.000;;0.0;0.0;0.0;0.0
785;Enmanuel De Jesus;MIA;2;0;0;0;0;0;0.0%;0.0%;.000;.000;.000;.000;.000;.000;;0.0;0.0;0.0;0.0
786;Hector Perez;TBR;1;0;0;0;0;0;0.0%;0.0%;.000;.000;.000;.000;.000;.000;;0.0;0.0;0.0;0.0
787;Hobie Harris;WSN;16;0;0;0;0;0;0.0%;0.0%;.000;.000;.000;.000;.000;.000;;0.0;0.0;0.0;0.0
788;A.J. Minter;ATL;70;0;0;0;0;0;0.0%;0.0%;.000;.000;.000;.000;.000;.000;;0.0;0.0;0.0;0.0
789;Jake Woodford;STL;15;0;0;0;0;0;0.0%;0.0%;.000;.000;.000;.000;.000;.000;;0.0;0.0;0.0;0.0
790;Freddy Peralta;MIL;30;0;0;0;0;0;0.0%;0.0%;.000;.000;.000;.000;.000;.000;;0.0;0.0;0.0;0.0
791;Sandy Alcantara;MIA;28;0;0;0;0;0;0.0%;0.0%;.000;.000;.000;.000;.000;.000;;0.0;0.0;0.0;0.0
792;Kolby Allard;ATL;4;0;0;0;0;0;0.0%;0.0%;.000;.000;.000;.000;.000;.000;;0.0;0.0;0.0;0.0
793;Miguel Díaz;DET;12;0;0;0;0;0;0.0%;0.0%;.000;.000;.000;.000;.000;.000;;0.0;0.0;0.0;0.0
794;Pedro Avila;SDP;14;0;0;0;0;0;0.0%;0.0%;.000;.000;.000;.000;.000;.000;;0.0;0.0;0.0;0.0
795;Zack Burdi;TBR;3;0;0;0;0;0;0.0%;0.0%;.000;.000;.000;.000;.000;.000;;0.0;0.0;0.0;0.0
796;Kirby Snead;OAK;15;0;0;0;0;0;0.0%;0.0%;.000;.000;.000;.000;.000;.000;;0.0;0.0;0.0;0.0
797;José Quijada;LAA;10;0;0;0;0;0;0.0%;0.0%;.000;.000;.000;.000;.000;.000;;0.0;0.0;0.0;0.0
798;Jesse Scholtens;CHW;26;0;0;0;0;0;0.0%;0.0%;.000;.000;.000;.000;.000;.000;;0.0;0.0;0.0;0.0
799;Dakota Hudson;STL;18;0;0;0;0;0;0.0%;0.0%;.000;.000;.000;.000;.000;.000;;0.0;0.0;0.0;0.0
800;Mitch White;TOR;10;0;0;0;0;0;0.0%;0.0%;.000;.000;.000;.000;.000;.000;;0.0;0.0;0.0;0.0
801;Cole Irvin;BAL;24;0;0;0;0;0;0.0%;0.0%;.000;.000;.000;.000;.000;.000;;0.0;0.0;0.0;0.0
802;Seranthony Domínguez;PHI;57;0;0;0;0;0;0.0%;0.0%;.000;.000;.000;.000;.000;.000;;0.0;0.0;0.0;0.0
803;Ian Hamilton;NYY;39;0;0;0;0;0;0.0%;0.0%;.000;.000;.000;.000;.000;.000;;0.0;0.0;0.0;0.0
804;Thomas Hatch;2 Tms;18;0;0;0;0;0;0.0%;0.0%;.000;.000;.000;.000;.000;.000;;0.0;0.0;0.0;0.0
805;Jacob Webb;2 Tms;54;0;0;0;0;0;0.0%;0.0%;.000;.000;.000;.000;.000;.000;;0.0;0.0;0.0;0.0
806;Nick Hernandez;SDP;2;0;0;0;0;0;0.0%;0.0%;.000;.000;.000;.000;.000;.000;;0.0;0.0;0.0;0.0
807;Zac Gallen;ARI;34;0;0;0;0;0;0.0%;0.0%;.000;.000;.000;.000;.000;.000;;0.0;0.0;0.0;0.0
808;Nick Solak;2 Tms;2;0;0;1;0;0;0.0%;0.0%;.000;.000;.000;.000;.000;.000;;0.0;0.0;0.0;0.0
809;Trevor Richards;TOR;56;0;0;0;0;0;0.0%;0.0%;.000;.000;.000;.000;.000;.000;;0.0;0.0;0.0;0.0
810;Cal Quantrill;CLE;19;0;0;0;0;0;0.0%;0.0%;.000;.000;.000;.000;.000;.000;;0.0;0.0;0.0;0.0
811;Matt Krook;NYY;4;0;0;0;0;0;0.0%;0.0%;.000;.000;.000;.000;.000;.000;;0.0;0.0;0.0;0.0
812;Eric Lauer;MIL;10;0;0;0;0;0;0.0%;0.0%;.000;.000;.000;.000;.000;.000;;0.0;0.0;0.0;0.0
813;Joey Lucchesi;NYM;9;0;0;0;0;0;0.0%;0.0%;.000;.000;.000;.000;.000;.000;;0.0;0.0;0.0;0.0
814;Matt Festa;SEA;8;0;0;0;0;0;0.0%;0.0%;.000;.000;.000;.000;.000;.000;;0.0;0.0;0.0;0.0
815;Richard Lovelady;OAK;27;0;0;0;0;0;0.0%;0.0%;.000;.000;.000;.000;.000;.000;;0.0;0.0;0.0;0.0
816;A.J. Puk;MIA;58;0;0;0;0;0;0.0%;0.0%;.000;.000;.000;.000;.000;.000;;0.0;0.0;0.0;0.0
817;Caleb Ferguson;LAD;68;0;0;0;0;0;0.0%;0.0%;.000;.000;.000;.000;.000;.000;;0.0;0.0;0.0;0.0
818;Dean Kremer;BAL;32;0;0;0;0;0;0.0%;0.0%;.000;.000;.000;.000;.000;.000;;0.0;0.0;0.0;0.0
819;Lucas Erceg;OAK;50;0;0;0;0;0;0.0%;0.0%;.000;.000;.000;.000;.000;.000;;0.0;0.0;0.0;0.0
820;Corbin Burnes;MIL;32;0;0;0;0;0;0.0%;0.0%;.000;.000;.000;.000;.000;.000;;0.0;0.0;0.0;0.0
821;Keegan Akin;BAL;24;0;0;0;0;0;0.0%;0.0%;.000;.000;.000;.000;.000;.000;;0.0;0.0;0.0;0.0
822;Tony Gonsolin;LAD;20;0;0;0;0;0;0.0%;0.0%;.000;.000;.000;.000;.000;.000;;0.0;0.0;0.0;0.0
823;Colin Poche;TBR;66;0;0;0;0;0;0.0%;0.0%;.000;.000;.000;.000;.000;.000;;0.0;0.0;0.0;0.0
824;Ronel Blanco;HOU;17;0;0;0;0;0;0.0%;0.0%;.000;.000;.000;.000;.000;.000;;0.0;0.0;0.0;0.0
825;Dane Dunning;TEX;35;0;0;0;0;0;0.0%;0.0%;.000;.000;.000;.000;.000;.000;;0.0;0.0;0.0;0.0
826;Shane Bieber;CLE;21;0;0;0;0;0;0.0%;0.0%;.000;.000;.000;.000;.000;.000;;0.0;0.0;0.0;0.0
827;Yohan Ramírez;2 Tms;31;0;0;0;0;0;0.0%;0.0%;.000;.000;.000;.000;.000;.000;;0.0;0.0;0.0;0.0
828;Patrick Sandoval;LAA;28;0;0;0;0;0;0.0%;0.0%;.000;.000;.000;.000;.000;.000;;0.0;0.0;0.0;0.0
829;Michael Rucker;CHC;35;0;0;0;0;0;0.0%;0.0%;.000;.000;.000;.000;.000;.000;;0.0;0.0;0.0;0.0
830;Jorge Alcala;MIN;11;0;0;0;0;0;0.0%;0.0%;.000;.000;.000;.000;.000;.000;;0.0;0.0;0.0;0.0
831;Aaron Civale;2 Tms;23;0;0;0;0;0;0.0%;0.0%;.000;.000;.000;.000;.000;.000;;0.0;0.0;0.0;0.0
832;Andrew Vasquez;2 Tms;42;0;0;0;0;0;0.0%;0.0%;.000;.000;.000;.000;.000;.000;;0.0;0.0;0.0;0.0
833;Devin Smeltzer;MIA;9;0;0;0;0;0;0.0%;0.0%;.000;.000;.000;.000;.000;.000;;0.0;0.0;0.0;0.0
834;Zach Jackson;OAK;19;0;0;0;0;0;0.0%;0.0%;.000;.000;.000;.000;.000;.000;;0.0;0.0;0.0;0.0
835;Jason Foley;DET;70;0;0;0;0;0;0.0%;0.0%;.000;.000;.000;.000;.000;.000;;0.0;0.0;0.0;0.0
836;Jimmy Lambert;CHW;35;0;0;0;0;0;0.0%;0.0%;.000;.000;.000;.000;.000;.000;;0.0;0.0;0.0;0.0
837;Stephen Nogosek;NYM;13;0;0;0;0;0;0.0%;0.0%;.000;.000;.000;.000;.000;.000;;0.0;0.0;0.0;0.0
838;Geoff Hartlieb;MIA;2;0;0;0;0;0;0.0%;0.0%;.000;.000;.000;.000;.000;.000;;0.0;0.0;0.0;0.0
839;David Bednar;PIT;66;0;0;0;0;0;0.0%;0.0%;.000;.000;.000;.000;.000;.000;;0.0;0.0;0.0;0.0
840;JoJo Romero;STL;27;0;0;0;0;0;0.0%;0.0%;.000;.000;.000;.000;.000;.000;;0.0;0.0;0.0;0.0
841;Guillermo Zuñiga;STL;2;0;0;0;0;0;0.0%;0.0%;.000;.000;.000;.000;.000;.000;;0.0;0.0;0.0;0.0
842;Cionel Pérez;BAL;65;0;0;0;0;0;0.0%;0.0%;.000;.000;.000;.000;.000;.000;;0.0;0.0;0.0;0.0
843;Jordan Hicks;2 Tms;65;0;0;0;0;0;0.0%;0.0%;.000;.000;.000;.000;.000;.000;;0.0;0.0;0.0;0.0
844;Kyle Wright;ATL;9;0;0;0;0;0;0.0%;0.0%;.000;.000;.000;.000;.000;.000;;0.0;0.0;0.0;0.0
845;Gregory Soto;PHI;69;0;0;0;0;0;0.0%;0.0%;.000;.000;.000;.000;.000;.000;;0.0;0.0;0.0;0.0
846;Connor Seabold;COL;27;0;0;0;0;0;0.0%;0.0%;.000;.000;.000;.000;.000;.000;;0.0;0.0;0.0;0.0
847;Dustin May;LAD;9;0;0;0;0;0;0.0%;0.0%;.000;.000;.000;.000;.000;.000;;0.0;0.0;0.0;0.0
848;Caleb Boushley;MIL;1;0;0;0;0;0;0.0%;0.0%;.000;.000;.000;.000;.000;.000;;0.0;0.0;0.0;0.0
849;Jonathan Loáisiga;NYY;17;0;0;0;0;0;0.0%;0.0%;.000;.000;.000;.000;.000;.000;;0.0;0.0;0.0;0.0
850;Reiver Sanmartin;CIN;14;0;0;0;0;0;0.0%;0.0%;.000;.000;.000;.000;.000;.000;;0.0;0.0;0.0;0.0
851;Will Vest;DET;48;0;0;0;0;0;0.0%;0.0%;.000;.000;.000;.000;.000;.000;;0.0;0.0;0.0;0.0
852;Justin Garza;BOS;17;0;0;0;0;0;0.0%;0.0%;.000;.000;.000;.000;.000;.000;;0.0;0.0;0.0;0.0
853;Keegan Thompson;CHC;19;0;0;0;0;0;0.0%;0.0%;.000;.000;.000;.000;.000;.000;;0.0;0.0;0.0;0.0
854;Wil Crowe;PIT;5;0;0;0;0;0;0.0%;0.0%;.000;.000;.000;.000;.000;.000;;0.0;0.0;0.0;0.0
855;Bryan Baker;BAL;46;0;0;0;0;0;0.0%;0.0%;.000;.000;.000;.000;.000;.000;;0.0;0.0;0.0;0.0
856;Daniel Castano;MIA;2;0;0;0;0;0;0.0%;0.0%;.000;.000;.000;.000;.000;.000;;0.0;0.0;0.0;0.0
857;Michael King;NYY;49;0;0;0;0;0;0.0%;0.0%;.000;.000;.000;.000;.000;.000;;0.0;0.0;0.0;0.0
858;Brandon Bielak;HOU;15;0;0;0;0;0;0.0%;0.0%;.000;.000;.000;.000;.000;.000;;0.0;0.0;0.0;0.0
859;Griffin Canning;LAA;24;0;0;0;0;0;0.0%;0.0%;.000;.000;.000;.000;.000;.000;;0.0;0.0;0.0;0.0
860;Drew Carlton;SDP;11;0;0;0;0;0;0.0%;0.0%;.000;.000;.000;.000;.000;.000;;0.0;0.0;0.0;0.0
861;Tucker Davidson;2 Tms;38;0;0;0;0;0;0.0%;0.0%;.000;.000;.000;.000;.000;.000;;0.0;0.0;0.0;0.0
862;Alex Faedo;DET;15;0;0;0;0;0;0.0%;0.0%;.000;.000;.000;.000;.000;.000;;0.0;0.0;0.0;0.0
863;Kevin Ginkel;ARI;60;0;0;0;0;0;0.0%;0.0%;.000;.000;.000;.000;.000;.000;;0.0;0.0;0.0;0.0
864;Tanner Houck;BOS;21;0;0;0;0;0;0.0%;0.0%;.000;.000;.000;.000;.000;.000;;0.0;0.0;0.0;0.0
865;Alex Lange;DET;67;0;0;0;0;0;0.0%;0.0%;.000;.000;.000;.000;.000;.000;;0.0;0.0;0.0;0.0
866;Ryder Ryan;SEA;1;0;0;0;0;0;0.0%;0.0%;.000;.000;.000;.000;.000;.000;;0.0;0.0;0.0;0.0
867;Clarke Schmidt;NYY;33;0;0;0;0;0;0.0%;0.0%;.000;.000;.000;.000;.000;.000;;0.0;0.0;0.0;0.0
868;José Suarez;LAA;11;0;0;0;0;0;0.0%;0.0%;.000;.000;.000;.000;.000;.000;;0.0;0.0;0.0;0.0
869;Bryan Hudson;LAD;6;0;0;0;0;0;0.0%;0.0%;.000;.000;.000;.000;.000;.000;;0.0;0.0;0.0;0.0
870;Tony Santillan;CIN;3;0;0;0;0;0;0.0%;0.0%;.000;.000;.000;.000;.000;.000;;0.0;0.0;0.0;0.0
871;Trevor Stephan;CLE;71;0;0;0;0;0;0.0%;0.0%;.000;.000;.000;.000;.000;.000;;0.0;0.0;0.0;0.0
872;Jesús Luzardo;MIA;32;0;0;0;0;0;0.0%;0.0%;.000;.000;.000;.000;.000;.000;;0.0;0.0;0.0;0.0
873;Joey Wentz;DET;25;0;0;0;0;0;0.0%;0.0%;.000;.000;.000;.000;.000;.000;;0.0;0.0;0.0;0.0
874;Tyson Miller;3 Tms;10;0;0;0;0;0;0.0%;0.0%;.000;.000;.000;.000;.000;.000;;0.0;0.0;0.0;0.0
875;Zach Plesac;CLE;5;0;0;0;0;0;0.0%;0.0%;.000;.000;.000;.000;.000;.000;;0.0;0.0;0.0;0.0
876;Bryse Wilson;MIL;53;0;0;0;0;0;0.0%;0.0%;.000;.000;.000;.000;.000;.000;;0.0;0.0;0.0;0.0
877;Joel Kuhnel;2 Tms;9;0;0;0;0;0;0.0%;0.0%;.000;.000;.000;.000;.000;.000;;0.0;0.0;0.0;0.0
878;Dylan Lee;ATL;24;0;0;0;0;0;0.0%;0.0%;.000;.000;.000;.000;.000;.000;;0.0;0.0;0.0;0.0
879;Tyler Wells;BAL;25;0;0;0;0;0;0.0%;0.0%;.000;.000;.000;.000;.000;.000;;0.0;0.0;0.0;0.0
880;Kenny Rosenberg;LAA;7;0;0;0;0;0;0.0%;0.0%;.000;.000;.000;.000;.000;.000;;0.0;0.0;0.0;0.0
881;John Schreiber;BOS;46;0;0;0;0;0;0.0%;0.0%;.000;.000;.000;.000;.000;.000;;0.0;0.0;0.0;0.0
882;Rico Garcia;2 Tms;10;0;0;0;0;0;0.0%;0.0%;.000;.000;.000;.000;.000;.000;;0.0;0.0;0.0;0.0
883;Darren McCaughan;SEA;3;0;0;0;0;0;0.0%;0.0%;.000;.000;.000;.000;.000;.000;;0.0;0.0;0.0;0.0
884;Adrian Morejon;SDP;8;0;0;0;0;0;0.0%;0.0%;.000;.000;.000;.000;.000;.000;;0.0;0.0;0.0;0.0
885;Kaleb Ort;BOS;21;0;0;0;0;0;0.0%;0.0%;.000;.000;.000;.000;.000;.000;;0.0;0.0;0.0;0.0
886;Bailey Falter;2 Tms;18;0;0;0;0;0;0.0%;0.0%;.000;.000;.000;.000;.000;.000;;0.0;0.0;0.0;0.0
887;Mauricio Llovera;2 Tms;30;0;0;0;0;0;0.0%;0.0%;.000;.000;.000;.000;.000;.000;;0.0;0.0;0.0;0.0
888;Chris Paddack;MIN;3;0;0;0;0;0;0.0%;0.0%;.000;.000;.000;.000;.000;.000;;0.0;0.0;0.0;0.0
889;Calvin Faucher;TBR;17;0;0;0;0;0;0.0%;0.0%;.000;.000;.000;.000;.000;.000;;0.0;0.0;0.0;0.0
890;Adam Oller;OAK;9;0;0;0;0;0;0.0%;0.0%;.000;.000;.000;.000;.000;.000;;0.0;0.0;0.0;0.0
891;James Karinchak;CLE;44;0;0;0;0;0;0.0%;0.0%;.000;.000;.000;.000;.000;.000;;0.0;0.0;0.0;0.0
892;Nick Nelson;PHI;1;0;0;0;0;0;0.0%;0.0%;.000;.000;.000;.000;.000;.000;;0.0;0.0;0.0;0.0
893;Nate Pearson;TOR;35;0;0;0;0;0;0.0%;0.0%;.000;.000;.000;.000;.000;.000;;0.0;0.0;0.0;0.0
894;Kyle Muller;OAK;21;0;0;0;0;0;0.0%;0.0%;.000;.000;.000;.000;.000;.000;;0.0;0.0;0.0;0.0
895;Zach Pop;TOR;15;0;0;0;0;0;0.0%;0.0%;.000;.000;.000;.000;.000;.000;;0.0;0.0;0.0;0.0
896;Chad Smith;OAK;10;0;0;0;0;0;0.0%;0.0%;.000;.000;.000;.000;.000;.000;;0.0;0.0;0.0;0.0
897;Garrett Whitlock;BOS;22;0;0;0;0;0;0.0%;0.0%;.000;.000;.000;.000;.000;.000;;0.0;0.0;0.0;0.0
898;Eli Morgan;CLE;61;0;0;0;0;0;0.0%;0.0%;.000;.000;.000;.000;.000;.000;;0.0;0.0;0.0;0.0
899;Mike Baumann;BAL;60;0;0;0;0;0;0.0%;0.0%;.000;.000;.000;.000;.000;.000;;0.0;0.0;0.0;0.0
900;Zach Muckenhirn;NYM;3;0;0;0;0;0;0.0%;0.0%;.000;.000;.000;.000;.000;.000;;0.0;0.0;0.0;0.0
901;Zach Logue;DET;3;0;0;0;0;0;0.0%;0.0%;.000;.000;.000;.000;.000;.000;;0.0;0.0;0.0;0.0
902;Griffin Jax;MIN;71;0;0;0;0;0;0.0%;0.0%;.000;.000;.000;.000;.000;.000;;0.0;0.0;0.0;0.0
903;Daysbel Hernández;ATL;4;0;0;0;0;0;0.0%;0.0%;.000;.000;.000;.000;.000;.000;;0.0;0.0;0.0;0.0
904;Deivi García;2 Tms;8;0;0;0;0;0;0.0%;0.0%;.000;.000;.000;.000;.000;.000;;0.0;0.0;0.0;0.0
905;Cory Abbott;WSN;22;0;0;0;0;0;0.0%;0.0%;.000;.000;.000;.000;.000;.000;;0.0;0.0;0.0;0.0
906;Jhonathan Diaz;LAA;4;0;0;0;0;0;0.0%;0.0%;.000;.000;.000;.000;.000;.000;;0.0;0.0;0.0;0.0
907;David Peterson;NYM;27;0;0;0;0;0;0.0%;0.0%;.000;.000;.000;.000;.000;.000;;0.0;0.0;0.0;0.0
908;Erich Uelmen;PHI;1;0;0;0;0;0;0.0%;0.0%;.000;.000;.000;.000;.000;.000;;0.0;0.0;0.0;0.0
909;Zack Kelly;BOS;8;0;0;0;0;0;0.0%;0.0%;.000;.000;.000;.000;.000;.000;;0.0;0.0;0.0;0.0
910;Steven Wilson;SDP;52;0;0;0;0;0;0.0%;0.0%;.000;.000;.000;.000;.000;.000;;0.0;0.0;0.0;0.0
911;Brusdar Graterol;LAD;68;0;0;0;0;0;0.0%;0.0%;.000;.000;.000;.000;.000;.000;;0.0;0.0;0.0;0.0
912;Matt Manning;DET;15;0;0;0;0;0;0.0%;0.0%;.000;.000;.000;.000;.000;.000;;0.0;0.0;0.0;0.0
913;Bruce Zimmermann;BAL;7;0;0;0;0;0;0.0%;0.0%;.000;.000;.000;.000;.000;.000;;0.0;0.0;0.0;0.0
914;Andrés Muñoz;SEA;52;0;0;0;0;0;0.0%;0.0%;.000;.000;.000;.000;.000;.000;;0.0;0.0;0.0;0.0
915;Greg Weissert;NYY;17;0;0;0;0;0;0.0%;0.0%;.000;.000;.000;.000;.000;.000;;0.0;0.0;0.0;0.0
916;Anthony Kay;2 Tms;16;0;0;0;0;0;0.0%;0.0%;.000;.000;.000;.000;.000;.000;;0.0;0.0;0.0;0.0
917;Josh Fleming;TBR;12;0;0;0;0;0;0.0%;0.0%;.000;.000;.000;.000;.000;.000;;0.0;0.0;0.0;0.0
918;Jovani Moran;MIN;43;0;0;0;0;0;0.0%;0.0%;.000;.000;.000;.000;.000;.000;;0.0;0.0;0.0;0.0
919;Ryan Walker;SFG;49;0;0;0;0;0;0.0%;0.0%;.000;.000;.000;.000;.000;.000;;0.0;0.0;0.0;0.0
920;Peter Solomon;ARI;5;0;0;0;0;0;0.0%;0.0%;.000;.000;.000;.000;.000;.000;;0.0;0.0;0.0;0.0
921;J.B. Bukauskas;2 Tms;6;0;0;0;0;0;0.0%;0.0%;.000;.000;.000;.000;.000;.000;;0.0;0.0;0.0;0.0
